Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRO35,OUT035,2209.9724
FDJ41,OUT049,4314.2827
FDQ27,OUT035,2265.4116
FDC26,OUT017,2023.9359
NCF43,OUT027,3147.285
NCR50,OUT035,2910.9539
FDE39,OUT018,1970.0125
FDN49,OUT027,1024.4152
DRG11,OUT035,1919.753
NCA18,OUT049,1686.0723
FDM36,OUT018,2390.3047
FDW32,OUT017,1193.9087
NCQ18,OUT010,97.364815
FDX14,OUT027,1877.5499
FDD46,OUT017,2479.2815
FDI34,OUT019,285.50726
NCJ17,OUT035,1534.997
FDB52,OUT035,3561.1301
FDV55,OUT018,1320.4287
FDC57,OUT046,3118.1135
FDB29,OUT046,1842.7306
NCO43,OUT035,2369.4194
FDG44,OUT045,746.5261
FDJ34,OUT045,1851.6249
FDH40,OUT049,1405.5453
NCD07,OUT027,2988.914
FDB41,OUT017,1153.4061
FDH47,OUT018,1417.74
DRK37,OUT035,5477.8013
FDM25,OUT019,363.44876
NCX06,OUT045,2828.133
NCS05,OUT017,2248.3096
FDS39,OUT045,2111.7007
FDC47,OUT027,5443.2715
FDG20,OUT013,2375.3784
DRL23,OUT017,1251.7222
FDY33,OUT013,3219.691
NCH18,OUT045,3711.4338
FDX47,OUT035,2750.0317
NCB06,OUT045,2583.2788
FDP36,OUT049,796.14777
FDW44,OUT018,2395.618
NCU41,OUT018,2353.403
NCS17,OUT046,1483.1931
FDD46,OUT035,2384.9624
FDE45,OUT017,2622.0647
FDI09,OUT017,4138.675
NCJ54,OUT010,197.77492
NCA29,OUT018,2909.2742
NCN41,OUT027,3350.5498
FDY34,OUT035,2743.1562
NCG55,OUT035,2009.424
DRM49,OUT046,748.7466
NCB42,OUT049,1840.0131
FDE58,OUT045,1758.0153
DRJ25,OUT013,1072.2858
FDS47,OUT010,93.401436
FDY21,OUT049,3436.678
NCI54,OUT013,1979.2598
FDO24,OUT017,3119.886
FDY43,OUT035,2916.6543
FDF35,OUT018,1507.4802
NCP29,OUT019,117.581924
FDN28,OUT027,2637.2383
FDJ50,OUT018,652.75275
FDQ14,OUT027,3598.2378
FDC37,OUT035,2035.3909
FDN08,OUT046,2030.5122
FDD04,OUT035,2167.7058
FDW34,OUT018,2663.789
FDP04,OUT017,1031.5923
NCG07,OUT017,3154.6018
NCN14,OUT018,3003.1086
FDJ16,OUT045,890.63153
NCM42,OUT045,1699.3787
NCF19,OUT046,457.77954
FDY21,OUT018,3282.7168
FDY19,OUT035,2217.5237
FDV09,OUT045,2095.51
FDA28,OUT013,2728.9392
FDC38,OUT018,1885.5
FDL28,OUT045,4350.86
NCH43,OUT049,2781.665
NCN53,OUT045,594.7398
NCW05,OUT017,2464.392
NCO30,OUT018,1723.4661
FDT04,OUT019,37.593243
FDB27,OUT018,3167.0188
NCK07,OUT013,2775.0715
NCA53,OUT013,875.877
FDB33,OUT018,2281.4756
FDU37,OUT017,1667.9349
FDR13,OUT035,1944.541
FDE45,OUT049,2577.7231
FDV37,OUT017,3012.9155
FDX44,OUT019,235.41556
NCL06,OUT017,3392.7693
FDJ28,OUT045,2565.5361
FDX55,OUT049,3653.1252
NCK17,OUT018,365.33447
FDH52,OUT035,1009.6688
FDN13,OUT027,2425.4653
FDK44,OUT018,1811.493
FDU16,OUT046,1370.8689
FDZ07,OUT017,958.1701
NCN06,OUT027,3866.9634
FDH02,OUT010,-4.7547054
NCW18,OUT045,3402.883
FDH57,OUT013,1908.6154
FDV35,OUT045,2037.5176
NCU29,OUT013,2508.0376
NCP02,OUT046,1056.6755
FDN44,OUT013,2639.2612
FDX03,OUT018,282.9536
FDR11,OUT010,399.73163
FDA36,OUT046,1958.9441
FDP58,OUT027,4424.2964
FDH31,OUT045,1564.9128
FDH34,OUT035,3759.4705
FDS13,OUT035,3732.0876
FDT01,OUT018,3627.1396
FDY09,OUT049,2575.4368
FDV33,OUT027,5038.5894
NCW29,OUT010,496.29742
NCN17,OUT045,1630.3376
FDX01,OUT046,1595.5396
FDL03,OUT049,3380.355
DRL59,OUT049,850.37775
DRM11,OUT027,4330.3433
FDA43,OUT049,3013.6145
FDZ56,OUT010,-228.12341
FDI44,OUT018,1105.698
FDB50,OUT013,1502.7269
FDU15,OUT019,111.626114
NCJ19,OUT019,216.07037
FDD48,OUT013,1671.8876
NCW42,OUT035,4246.162
FDL24,OUT017,3141.626
NCB30,OUT013,2613.7815
FDK25,OUT013,3470.5735
FDW28,OUT049,2374.691
FDD47,OUT017,4130.0107
FDK16,OUT019,211.6655
FDW37,OUT046,1597.4357
FDA48,OUT035,3812.8552
FDA14,OUT017,2496.102
FDV15,OUT013,1205.7053
FDN22,OUT049,4105.7466
NCD55,OUT045,664.6778
FDY43,OUT013,3230.8127
NCU05,OUT017,792.669
FDF10,OUT035,2133.0254
FDR39,OUT018,2724.9346
FDG40,OUT013,407.8416
FDZ28,OUT019,437.16257
FDE02,OUT045,1649.4811
FDU60,OUT049,3614.9849
FDM21,OUT013,3388.1067
FDV52,OUT019,273.0641
NCW06,OUT013,2976.5334
FDX36,OUT035,3861.3684
FDT35,OUT027,3771.157
NCL19,OUT010,458.46667
NCD31,OUT046,2997.0354
FDE53,OUT019,262.5355
FDW58,OUT019,351.8044
DRF48,OUT046,2104.5317
FDW57,OUT035,3631.7507
DRH13,OUT017,1562.1425
FDT33,OUT013,2598.096
DRK47,OUT027,3916.183
FDY22,OUT010,306.03748
FDC35,OUT019,882.56903
FDO03,OUT013,4525.4834
FDF24,OUT045,1385.1451
FDF56,OUT018,2210.7422
FDD28,OUT013,758.26324
FDG53,OUT027,3541.0923
FDO27,OUT019,255.82985
NCF54,OUT018,2466.5442
FDC20,OUT027,2009.4276
FDU10,OUT046,578.7742
DRA24,OUT018,2048.4336
FDA02,OUT010,474.81912
FDG10,OUT017,1021.0807
FDW39,OUT010,227.58784
FDP04,OUT019,99.61437
NCM55,OUT013,2829.8435
FDG47,OUT045,6541.608
NCU41,OUT017,3019.635
NCK31,OUT017,921.0787
FDZ46,OUT045,1453.7833
FDU13,OUT027,2590.546
NCF19,OUT045,604.72266
NCJ43,OUT013,2570.193
NCJ05,OUT045,2693.2595
FDS04,OUT027,2859.3777
FDX28,OUT010,358.78473
FDB41,OUT027,1143.6682
FDG53,OUT046,1760.648
FDL15,OUT010,214.86934
FDQ08,OUT049,950.1734
DRN36,OUT013,1744.1796
FDI46,OUT013,4655.0005
FDG16,OUT027,4828.209
FDV32,OUT013,997.7272
FDF44,OUT010,198.54805
FDK04,OUT018,686.07367
NCA41,OUT013,3457.3423
FDD51,OUT017,632.23
NCZ53,OUT045,3082.003
FDP01,OUT027,3586.463
FDY25,OUT049,3188.2144
FDB17,OUT018,2540.8657
NCV54,OUT018,1708.824
FDJ32,OUT017,716.7085
FDA37,OUT049,2065.2607
FDG35,OUT035,4020.0156
NCM05,OUT018,3432.9434
FDG45,OUT046,4355.7163
FDH28,OUT013,607.1033
NCE18,OUT049,5043.9624
FDH38,OUT045,1962.2887
FDR56,OUT013,2234.975
FDH17,OUT027,2357.118
FDD39,OUT049,4392.515
FDB41,OUT049,914.0945
NCR53,OUT046,3707.3926
FDX46,OUT017,973.4131
FDV28,OUT049,775.4343
FDA08,OUT018,2233.8967
FDH45,OUT017,705.6212
NCS38,OUT010,345.7699
FDD40,OUT010,1269.8323
DRM59,OUT035,1943.5358
NCJ43,OUT018,3256.8518
NCN29,OUT013,783.45856
NCC19,OUT045,2838.951
FDR56,OUT035,2940.1492
FDZ43,OUT049,4019.406
FDJ32,OUT010,99.83313
DRH03,OUT017,1290.6653
NCZ54,OUT035,3296.3625
FDE26,OUT017,2566.4229
FDS03,OUT045,1228.2687
DRZ24,OUT019,354.22006
FDO48,OUT027,4908.994
FDW39,OUT049,2971.8738
NCK05,OUT049,1174.4814
NCK30,OUT017,3630.651
FDT27,OUT018,3070.0645
FDS08,OUT019,212.67824
NCJ19,OUT049,976.4988
FDC58,OUT045,594.546
DRE37,OUT013,2818.8801
FDW02,OUT035,3045.471
FDJ02,OUT010,374.3163
FDX09,OUT045,2476.1067
FDT31,OUT010,493.48434
FDI24,OUT049,3811.915
FDY09,OUT045,3165.1096
FDV28,OUT045,706.90576
DRM47,OUT049,3370.5051
FDT52,OUT019,-486.80566
FDI48,OUT018,479.44733
FDY55,OUT017,6179.191
FDU48,OUT013,2216.175
FDN25,OUT045,412.7866
FDP20,OUT049,1334.7264
FDJ15,OUT013,2853.772
FDD04,OUT018,2082.078
FDY58,OUT045,4768.587
FDR37,OUT018,3004.2954
FDF44,OUT013,1813.2528
FDD32,OUT045,1175.5197
FDR57,OUT017,2038.9562
DRG39,OUT027,2040.963
FDX15,OUT017,2832.3186
DRN37,OUT045,1978.4628
FDW40,OUT027,4209.0015
FDB32,OUT049,1898.0258
FDM40,OUT018,2010.3685
FDE39,OUT027,2924.5398
DRH49,OUT017,1347.4735
FDT46,OUT049,848.7079
NCF06,OUT035,3441.769
FDP07,OUT017,2949.569
FDC04,OUT013,3578.6094
FDZ32,OUT017,1746.41
FDD50,OUT045,3165.4578
FDU56,OUT017,2982.4802
FDV34,OUT017,1376.9047
NCY41,OUT013,601.5522
NCK18,OUT046,2404.385
DRH25,OUT049,820.71265
FDT57,OUT046,4249.928
FDV56,OUT018,1279.5109
FDV12,OUT045,1457.267
FDN52,OUT017,1442.4952
FDX38,OUT035,701.06665
FDE47,OUT018,1693.9524
NCO07,OUT013,3824.509
FDV09,OUT027,4255.156
FDZ23,OUT019,681.5718
DRH51,OUT018,987.0103
NCY54,OUT045,2549.744
DRG49,OUT013,5187.652
NCC19,OUT049,3784.8909
NCV53,OUT045,5307.6533
FDZ47,OUT019,412.6776
NCO26,OUT018,1599.4567
NCP02,OUT045,801.2647
NCW30,OUT018,2956.837
NCN55,OUT046,4160.6387
FDB20,OUT010,223.24449
DRL11,OUT013,2590.091
DRD60,OUT045,3432.744
FDW14,OUT010,242.44786
FDL27,OUT010,243.99576
FDU09,OUT018,608.99255
DRH36,OUT027,1945.5101
FDP34,OUT027,3571.0432
FDE04,OUT017,2820.1936
FDZ57,OUT027,3692.1812
FDF02,OUT010,262.71716
FDG28,OUT045,3594.802
NCI31,OUT046,500.59
FDT43,OUT013,714.6724
FDU20,OUT046,1972.0677
FDD53,OUT013,733.9219
FDW15,OUT045,2506.275
NCT53,OUT045,2411.288
NCG55,OUT027,2829.3403
FDD48,OUT035,2063.0269
FDG47,OUT049,3473.1577
FDI21,OUT017,1308.7155
FDT27,OUT017,3467.272
DRO35,OUT013,2183.1365
FDD33,OUT017,4094.4358
FDC04,OUT035,3496.0352
FDY34,OUT013,2500.893
DRJ49,OUT049,1726.3503
FDE05,OUT049,2772.6099
FDU31,OUT017,3665.0593
NCN19,OUT027,5281.088
FDK56,OUT027,5255.1035
FDK58,OUT017,1976.1008
NCJ42,OUT035,1691.7174
FDZ34,OUT027,5242.0547
FDA52,OUT018,3090.755
NCR29,OUT013,654.2125
FDT48,OUT035,3821.2097
DRJ51,OUT019,455.8775
NCS54,OUT046,2561.5205
FDV01,OUT035,2836.9114
DRG51,OUT027,3350.3481
NCG42,OUT013,2418.1753
FDA51,OUT049,2180.4492
FDV19,OUT010,230.85283
NCT18,OUT045,3366.421
NCS41,OUT045,2983.4375
FDO03,OUT046,4435.8843
FDL12,OUT010,98.11869
FDY37,OUT010,254.12085
FDI58,OUT049,1573.153
FDT28,OUT018,2025.441
NCC42,OUT010,173.135
FDO01,OUT017,1403.1084
FDJ02,OUT013,2513.8923
FDQ04,OUT018,507.45935
DRL47,OUT013,2195.819
FDZ32,OUT035,1615.8071
FDC35,OUT035,2904.587
FDX14,OUT045,1028.9664
FDZ35,OUT013,1694.8827
FDL14,OUT013,1820.9424
FDO04,OUT049,878.8331
DRK11,OUT017,1714.3182
FDB44,OUT018,3375.4106
FDZ50,OUT049,4095.566
FDI12,OUT027,2544.7278
FDU43,OUT017,4397.896
FDD58,OUT010,108.942635
FDB27,OUT017,3221.8606
FDB04,OUT018,976.7833
NCO17,OUT013,2269.8755
FDL12,OUT017,847.0027
DRJ13,OUT049,2064.9658
FDD57,OUT045,1522.7161
FDW19,OUT035,1871.4348
DRD27,OUT018,1036.6256
FDH27,OUT027,3702.858
NCW30,OUT027,8431.022
FDR40,OUT018,879.8917
FDG05,OUT013,2577.3792
NCY41,OUT019,63.949783
FDI38,OUT018,3634.6338
FDR20,OUT046,727.2476
FDE09,OUT017,1758.9722
FDN50,OUT019,303.06476
DRF27,OUT045,2266.1184
DRF51,OUT013,547.0186
NCO02,OUT019,210.00835
FDB51,OUT027,1539.8281
FDJ50,OUT013,935.79736
FDN52,OUT013,1306.5227
FDX14,OUT013,1327.2344
FDT27,OUT019,631.4852
FDV10,OUT013,724.35114
FDU33,OUT046,717.15027
FDU58,OUT046,2417.3164
NCP42,OUT027,5567.232
FDL51,OUT027,5051.2524
DRH15,OUT027,803.1362
FDU16,OUT017,1168.8619
FDW15,OUT017,2645.7175
FDQ44,OUT045,1830.7458
NCI06,OUT027,4318.9937
DRK23,OUT019,398.11768
FDC28,OUT035,1626.9373
NCY17,OUT019,205.35115
NCV05,OUT018,2307.679
FDM34,OUT019,339.02466
DRD60,OUT027,6039.282
FDT38,OUT046,1304.8175
FDQ57,OUT018,2210.3752
FDE59,OUT027,1049.288
NCM43,OUT046,3131.0476
DRI51,OUT049,2558.9578
NCG30,OUT017,2172.7314
NCK54,OUT035,2029.2808
FDQ16,OUT019,252.83926
FDI36,OUT013,2742.4983
FDX16,OUT027,3383.8472
FDA34,OUT046,3240.6477
FDJ48,OUT018,2650.1003
FDU47,OUT035,2428.048
FDS39,OUT046,2324.0537
FDD11,OUT046,3135.4163
FDM16,OUT027,1846.2079
FDU56,OUT018,2755.4746
FDQ32,OUT017,1962.0978
DRK35,OUT013,622.0972
FDA58,OUT049,3286.5332
DRG48,OUT019,261.65366
FDT59,OUT010,-80.02612
FDQ31,OUT019,186.88579
FDS51,OUT018,793.63666
FDW32,OUT027,2178.5789
FDI15,OUT027,6134.235
NCV30,OUT017,974.2779
DRG25,OUT049,3582.6206
FDT02,OUT013,390.96954
FDO33,OUT027,3146.553
FDP38,OUT035,757.30286
FDZ45,OUT035,4196.5674
NCA54,OUT027,4295.6
FDU33,OUT017,892.6703
FDN58,OUT017,4594.733
FDI05,OUT045,1371.0323
FDM57,OUT019,276.30145
NCS42,OUT027,2600.2573
FDB57,OUT045,4584.0547
FDC03,OUT045,3249.0354
FDZ58,OUT013,2067.8892
NCK29,OUT045,2002.0449
NCR53,OUT045,2993.5234
FDE26,OUT027,3447.6572
FDU52,OUT049,2424.6877
FDE41,OUT027,2051.1313
FDU38,OUT018,3149.073
FDA52,OUT017,2402.405
FDW46,OUT046,1229.5637
DRI59,OUT035,4477.4614
FDT38,OUT035,945.1869
FDL33,OUT018,2675.4258
FDQ01,OUT027,6940.7637
FDJ08,OUT046,2662.602
FDQ47,OUT049,722.3864
NCZ18,OUT013,3718.0015
FDE29,OUT017,750.7719
FDF10,OUT027,3628.9468
FDC48,OUT049,1100.614
FDY58,OUT013,4152.2275
NCX30,OUT010,1248.4965
FDV11,OUT013,3110.897
FDT46,OUT046,1027.3163
DRD01,OUT019,248.72871
FDQ11,OUT013,3310.653
NCM41,OUT017,1541.7013
NCC55,OUT013,382.77042
FDG45,OUT027,4797.4565
NCQ54,OUT049,3847.9878
FDM34,OUT045,2165.9563
FDD17,OUT019,-524.0826
FDN38,OUT027,6457.094
FDB53,OUT018,1800.3706
NCL06,OUT035,3992.4148
NCV18,OUT019,167.11517
FDX25,OUT013,3284.127
FDB39,OUT046,744.26355
FDC33,OUT049,3190.352
NCO14,OUT018,485.0472
FDA58,OUT027,5249.5244
NCQ02,OUT017,3433.1729
NCR53,OUT017,3778.4163
FDN52,OUT046,1338.8088
FDG26,OUT046,3433.7275
FDE23,OUT027,1265.2676
DRI37,OUT013,963.6982
DRH37,OUT018,1856.8635
FDO01,OUT035,1643.1665
FDK45,OUT049,2438.2932
FDP23,OUT049,3391.3022
FDM33,OUT035,4349.983
FDD36,OUT017,2060.2178
FDL56,OUT017,1390.8892
FDT27,OUT010,566.4612
FDG52,OUT017,706.2197
NCL42,OUT035,5519.7515
DRJ24,OUT046,2844.66
FDV38,OUT046,645.74536
FDT35,OUT045,2616.1343
FDY51,OUT045,2288.9456
FDC37,OUT017,1804.7748
NCP43,OUT013,2680.5286
FDO33,OUT045,1831.013
FDW04,OUT018,1807.471
NCC31,OUT046,2270.0217
FDK22,OUT049,2978.2646
FDJ50,OUT017,996.08044
FDV13,OUT017,1492.9229
DRL60,OUT017,2302.7756
FDW03,OUT017,2490.905
FDY27,OUT035,2476.6157
FDB39,OUT027,1791.5854
FDU59,OUT045,2277.0251
FDZ57,OUT049,1994.4667
FDO21,OUT049,3484.242
FDS43,OUT018,2516.5193
FDU28,OUT010,291.6343
FDC51,OUT010,160.3459
FDW16,OUT010,444.42572
FDP32,OUT010,517.3008
FDB60,OUT019,440.0237
NCQ30,OUT046,1824.6632
FDD26,OUT049,4013.2
FDI44,OUT045,1160.4332
DRH23,OUT046,994.51575
FDO44,OUT046,2208.9014
FDG04,OUT046,3384.1008
FDM32,OUT027,2277.6807
FDM09,OUT013,1887.2582
FDZ47,OUT013,1659.357
FDM40,OUT027,3865.524
FDY48,OUT017,1653.5565
NCM30,OUT045,714.42126
FDX36,OUT010,277.41943
DRF03,OUT017,383.06668
FDN51,OUT049,3973.9626
FDM57,OUT049,1200.6915
FDB35,OUT049,1471.7529
FDY13,OUT027,2188.697
FDA37,OUT017,2166.8193
NCX53,OUT017,2324.6904
FDD59,OUT018,962.9173
FDX10,OUT019,45.30908
FDC03,OUT018,2833.352
FDW43,OUT035,4576.6655
FDW10,OUT046,2992.914
FDY14,OUT027,6736.9497
FDV43,OUT045,713.574
FDO40,OUT013,2930.749
FDP46,OUT027,2608.757
NCE43,OUT019,245.98239
FDD05,OUT035,1865.2756
FDJ60,OUT010,208.9338
DRE27,OUT018,1225.4292
FDO11,OUT035,6306.5244
DRG11,OUT027,2904.495
FDK33,OUT010,597.4152
DRM23,OUT045,2591.7358
FDJ02,OUT027,3931.6003
NCZ05,OUT045,1072.4921
NCL30,OUT013,1889.0155
FDZ19,OUT018,2326.6252
FDM45,OUT049,2147.8396
FDO36,OUT046,2559.7898
NCK31,OUT045,764.98096
DRJ37,OUT045,2090.124
FDP24,OUT018,1523.2523
FDF46,OUT013,1431.2329
FDX46,OUT019,-32.014053
NCL18,OUT045,2743.969
FDJ26,OUT013,2671.1099
FDJ07,OUT045,1651.1913
FDY15,OUT013,2016.4366
DRG01,OUT045,1151.7012
FDF58,OUT045,965.31885
FDZ14,OUT019,394.64972
FDP31,OUT049,591.714
FDH45,OUT013,698.5544
FDA09,OUT010,558.0016
FDW31,OUT035,1909.872
FDA57,OUT046,762.20715
NCE55,OUT035,3115.8586
FDC17,OUT019,323.2801
FDC59,OUT013,709.56805
FDA22,OUT013,3826.826
FDK52,OUT035,3799.4119
NCM26,OUT046,2212.779
NCT53,OUT035,2606.0059
FDW45,OUT018,2379.0876
NCI18,OUT035,3178.2737
FDE38,OUT018,2680.8433
FDF08,OUT019,175.1086
FDY58,OUT010,711.66693
FDF58,OUT019,248.98532
FDX39,OUT017,4244.9023
FDB44,OUT049,3768.174
FDF28,OUT013,2277.9465
FDE39,OUT013,1818.4807
FDT37,OUT018,3199.3955
FDZ45,OUT017,4292.1157
FDO40,OUT035,2743.7874
FDM57,OUT027,2070.501
DRG36,OUT017,3495.037
FDY36,OUT010,196.29259
DRL60,OUT027,3735.1997
FDS25,OUT019,200.38419
DRF49,OUT027,2902.79
FDP16,OUT045,5686.425
FDS60,OUT049,2306.481
FDU15,OUT027,809.5586
FDK43,OUT046,2139.404
FDN25,OUT046,579.9471
FDE53,OUT049,1674.9958
FDB22,OUT013,1978.1838
FDE39,OUT017,2256.437
FDX35,OUT035,3638.5525
NCG54,OUT049,3871.0393
FDH27,OUT035,2410.4285
NCK42,OUT013,2726.5237
FDS25,OUT049,1585.2367
FDI10,OUT018,2779.556
FDU35,OUT035,1493.2417
FDI04,OUT017,3154.631
DRK23,OUT035,5900.212
FDB53,OUT019,168.82169
FDY02,OUT049,3825.0962
FDM60,OUT035,637.3284
NCJ31,OUT010,283.66833
DRP35,OUT017,2175.7349
NCQ30,OUT018,1726.7919
DRL11,OUT010,361.28198
FDU01,OUT013,3458.7495
FDR39,OUT035,2754.972
FDO08,OUT046,2328.5303
FDC02,OUT045,5400.5093
NCZ29,OUT035,2078.9614
FDF29,OUT010,470.62146
FDZ23,OUT017,3151.4033
NCU53,OUT018,2223.3442
NCW30,OUT013,3999.0867
NCM26,OUT027,3755.1035
FDV50,OUT027,3168.732
FDW15,OUT049,2199.2485
FDI35,OUT027,6116.443
FDO11,OUT017,5783.3994
FDN48,OUT046,1461.0093
NCA17,OUT049,2299.4844
NCN54,OUT013,1230.4525
FDP22,OUT013,583.32776
NCB54,OUT035,1867.0999
FDD08,OUT045,607.6363
DRM48,OUT010,63.5303
FDG41,OUT027,3138.894
FDE44,OUT027,1712.4199
FDE26,OUT035,2402.685
NCS38,OUT013,1738.5114
NCJ54,OUT018,3434.6724
FDI40,OUT019,252.82858
FDN45,OUT018,4101.4736
FDU43,OUT046,3827.8345
FDI04,OUT010,335.38806
NCC07,OUT018,1327.4202
NCC07,OUT019,382.12167
NCD18,OUT045,4891.9756
FDU55,OUT035,3638.4795
FDX59,OUT035,529.8338
FDR52,OUT049,2612.9714
NCP17,OUT013,1162.8187
FDQ32,OUT045,2152.3762
NCT17,OUT049,3790.3933
FDO10,OUT049,939.3479
FDE32,OUT049,595.56274
FDN44,OUT045,2616.6414
FDH02,OUT035,1661.5114
FDK60,OUT013,1522.6743
FDS24,OUT019,271.43042
FDL03,OUT010,18.072147
FDB46,OUT027,4636.97
FDO48,OUT049,3578.931
FDZ39,OUT049,1745.3153
FDT02,OUT027,823.23145
FDC50,OUT013,1704.9473
FDP39,OUT035,908.0372
DRG15,OUT018,676.4386
FDP10,OUT018,1255.8046
FDF53,OUT027,5498.176
FDN34,OUT045,2799.6536
FDK02,OUT045,1555.0757
FDC23,OUT045,2735.82
FDJ10,OUT019,357.11624
FDE53,OUT035,1925.7954
FDR25,OUT035,4935.5996
FDW50,OUT046,2278.3647
FDS09,OUT049,792.4832
FDW49,OUT010,459.4634
FDU51,OUT046,3876.4531
FDF28,OUT018,1763.0205
NCY30,OUT018,2624.956
FDD44,OUT045,5122.4863
FDX09,OUT017,2943.4934
NCF30,OUT013,2004.875
FDZ50,OUT019,647.8093
FDW37,OUT013,1250.5835
FDD11,OUT049,2563.3506
DRH39,OUT018,1119.3656
FDA36,OUT049,2891.3015
NCG43,OUT049,1453.9331
FDF02,OUT035,1600.7328
FDP57,OUT027,2587.594
NCE42,OUT017,3374.2876
NCR38,OUT027,6096.531
FDP03,OUT019,554.4521
FDO51,OUT035,948.7476
NCQ42,OUT046,1846.5591
NCM41,OUT046,1372.3109
FDH48,OUT027,2341.016
DRF60,OUT046,3995.1072
FDJ27,OUT035,1841.1017
FDQ14,OUT013,2052.005
FDN27,OUT017,1203.8976
NCQ02,OUT046,2744.2239
FDJ33,OUT049,2112.2969
FDP07,OUT027,5813.7627
DRE01,OUT049,4206.712
FDU36,OUT045,1372.4316
FDL28,OUT017,4569.5986
NCX53,OUT046,2443.0576
FDZ39,OUT013,1603.7596
NCP42,OUT013,3033.7366
FDJ14,OUT035,1413.0673
FDK04,OUT049,896.7626
NCC19,OUT017,3132.3955
FDS09,OUT018,612.6435
FDZ02,OUT046,1443.7218
FDD35,OUT018,1721.3126
NCY42,OUT017,2571.1619
FDB05,OUT045,4837.3047
FDF20,OUT035,3691.8152
NCO41,OUT018,1593.3287
FDC40,OUT027,2047.7113
FDV58,OUT045,2984.7498
FDZ57,OUT045,2073.767
DRM35,OUT046,3031.1926
DRN36,OUT018,1328.2875
FDQ13,OUT046,1046.2352
DRO35,OUT010,270.45822
NCD43,OUT035,1792.2328
FDA51,OUT018,1947.9504
NCX17,OUT027,5309.022
NCZ17,OUT049,864.03
FDR11,OUT027,3998.8071
FDW34,OUT049,3633.566
FDN50,OUT017,1620.598
FDS09,OUT046,739.91266
FDS48,OUT018,2153.9524
FDL44,OUT049,2829.5872
DRF48,OUT018,2769.154
FDA14,OUT018,1052.0243
NCD30,OUT049,1851.8431
FDI16,OUT017,923.2881
NCG06,OUT035,2854.0625
DRZ24,OUT035,2204.0132
NCS17,OUT045,1652.657
FDB37,OUT045,4631.9736
FDE10,OUT035,2295.7415
FDC57,OUT045,3293.4905
FDM12,OUT018,2786.5596
FDE24,OUT049,2525.0032
FDW22,OUT045,3685.6719
DRD01,OUT027,1067.7272
NCZ18,OUT027,3798.4983
FDN49,OUT045,460.05005
FDR22,OUT035,2105.3738
FDV08,OUT019,113.68454
FDY39,OUT046,4307.242
FDV36,OUT049,2576.7698
FDO60,OUT045,743.2026
FDU04,OUT027,3582.5168
FDR20,OUT027,1624.686
FDW19,OUT019,314.14856
FDU40,OUT049,2719.1042
FDK15,OUT045,1405.1469
DRF15,OUT035,2240.4722
FDQ25,OUT017,2898.843
FDI48,OUT019,296.4395
FDS49,OUT046,1525.8413
FDV22,OUT046,2768.4343
NCV42,OUT046,1684.5421
FDX26,OUT046,3073.2083
FDI33,OUT018,1145.7343
FDZ14,OUT049,1807.4427
FDG10,OUT013,875.0961
FDM38,OUT018,748.1069
FDG26,OUT027,5856.417
FDH46,OUT035,2113.3174
FDN13,OUT018,1144.7985
FDU57,OUT035,2363.3035
NCI06,OUT046,2999.0288
FDM38,OUT045,906.0451
NCG42,OUT010,146.36005
FDL39,OUT045,2460.8281
FDT31,OUT019,409.27377
FDV59,OUT013,3280.7683
FDB49,OUT035,1939.5702
FDD58,OUT049,1490.7584
DRN59,OUT046,721.911
FDX48,OUT049,2223.0085
FDQ11,OUT049,4797.1094
FDY12,OUT049,985.37054
FDQ11,OUT045,2957.8538
DRI11,OUT017,2038.3152
FDY32,OUT027,4308.924
FDS51,OUT045,1119.0405
FDR19,OUT010,274.24734
DRB13,OUT018,2692.9717
FDS21,OUT035,983.46466
FDQ40,OUT045,2490.4758
NCE55,OUT013,3028.1575
FDX43,OUT027,3791.1345
FDS12,OUT049,2232.7314
DRK01,OUT027,2539.6414
FDN25,OUT017,657.1794
FDB60,OUT046,2847.2473
FDQ13,OUT017,1160.771
DRK13,OUT045,3093.0588
DRF25,OUT018,397.74246
NCD42,OUT019,30.736357
FDW25,OUT045,1273.393
NCV29,OUT027,4044.4285
NCK42,OUT035,3443.0647
DRJ13,OUT027,3203.0151
DRD15,OUT017,2695.7905
FDM27,OUT045,2722.1218
FDZ50,OUT018,3408.354
FDC04,OUT046,3467.3528
FDF50,OUT049,3205.2373
FDP15,OUT045,3956.1018
FDK46,OUT035,4814.911
FDZ56,OUT018,1907.9028
FDY60,OUT049,2187.3455
FDB10,OUT035,3856.4473
FDR57,OUT045,1929.3746
FDU58,OUT049,3228.4146
FDH02,OUT046,1510.9055
FDP48,OUT013,4079.3184
FDI46,OUT035,3828.8047
FDW56,OUT013,3909.4487
NCM19,OUT010,246.47717
FDS50,OUT027,6279.3076
FDK24,OUT013,712.5812
FDO36,OUT017,3130.8103
FDK45,OUT027,3031.7869
NCL05,OUT045,748.05536
FDL32,OUT018,1682.54
FDA28,OUT049,2232.4292
FDY36,OUT018,966.5272
FDP32,OUT018,1963.267
FDL50,OUT046,2012.2644
DRC24,OUT049,2217.906
NCS18,OUT017,1764.8057
FDD16,OUT017,1282.1638
NCV18,OUT013,1675.6334
FDX07,OUT046,2766.279
NCZ05,OUT027,2611.0369
NCI31,OUT013,641.9485
FDK14,OUT049,1204.8109
NCR06,OUT045,419.195
